0.016934562	-0.049320143	0.012078046	0.042976223	0.09765357	0.041745026	-0.0115659945	-0.095270194	0.06299313	-0.07381274	0.10914137	-0.09689618	0.004598434	-0.02641359	-0.0731322	0.043913476
-0.12551387	-0.059114207	0.10831028	0.16474596	0.0834117	0.07205068	-0.07389906	-0.08110216	0.11896265	-0.11254683	0.12371649	-0.21555343	0.1367344	-0.004021631	-0.1444665	0.031881046
-0.12014681	-0.14110808	0.184303	0.10467463	0.1438813	0.11723152	-0.11058927	-0.11809027	0.11895894	-0.2724743	0.07830994	-0.2926442	0.19767399	-0.08760314	-0.21843866	0.10466419
0.33218044	0.38284475	-0.5245575	-0.41907856	-0.47535253	-0.43704018	0.3630399	-0.16577163	-0.33418846	0.5422508	0.1691705	0.5780192	-0.4436566	-0.355029	0.49859995	-0.39220333
-0.0046225633	0.014202751	0.003156974	-0.039493736	-0.11556404	-0.10666417	0.0062134434	-0.13360523	0.034754038	-0.019175582	-0.02388736	0.019415881	-0.07890656	-0.14229913	0.07288825	-0.07136781
-0.058667365	-0.0342835	0.050280686	0.082994476	-0.101948425	0.01320809	-0.041589804	0.04227828	0.051861435	-0.05849318	-0.12769344	-0.07410274	0.03434151	-0.038077015	-0.070221014	0.098092206
0.3708056	0.4070829	-0.53071916	-0.35326305	-0.31117442	-0.4584927	0.36207289	-0.26512882	-0.31304014	0.4974295	0.1993458	0.5518704	-0.43221307	-0.37602776	0.5545795	-0.36281806
-0.031420257	-0.018178502	0.09068526	0.045860495	-0.1356078	0.039475616	-0.059687488	-0.06302179	0.062701784	-0.05343393	-0.06996627	-0.038821302	0.09213044	0.0061101406	-0.016169641	0.028671175
0.31390658	0.34514266	-0.43339118	-0.31067854	-0.29890016	-0.44332755	0.38045743	-0.26355004	-0.2976559	0.46464783	0.2535747	0.4922527	-0.4932716	-0.36008638	0.43729827	-0.3584286
-0.03092893	0.011837668	0.0055892733	0.03710212	0.029908279	0.025121696	-0.011840605	-0.07642648	0.066935115	-0.05787405	0.095704116	-0.038907267	0.024133386	-0.04948799	-0.019414347	-0.04002938
0.33339283	0.445825	-0.47142702	-0.37968856	-0.2965243	-0.4786265	0.4177056	-0.24473527	-0.3562576	0.5494185	0.2265222	0.5993026	-0.47750634	-0.40840775	0.53456336	-0.41913375
